Unnamed: 0,Course Name,Course URL,About This Course,keywords
1013,Understanding ChatGPT,https://www.datacamp.com/courses/understanding-chatgpt,"an introduction to chatgpt | chatgpt, by openai, is a conversational language model that has gripped headlines worldwide, placing the power of ai at your fingertips. in this course, you’ll learn everything you need to know to begin using chatgpt effectively and responsibly. no prior knowledge is required. start learning about the capabilities and limitations of chatgpt today, so you can start effectively leveraging the power of ai. | learn best practices for writing prompts | chatgpt can perform some truly remarkable feats, but only if the information provided is clear and interpretable. the first half of this course will teach you the best practices for prompting chatgpt to generate the highest-quality and most relevant content. | translate chatgpt into business value | you'll learn about common business use cases for chatgpt, such as text summarization, explaining complex concepts, drafting marketing content, and generating and explaining code. you'll also learn how to apply a framework to identify new, suitable use cases to integrate chatgpt. | by the time you complete this course, you’ll have the confidence to use chatgpt in various situations, improving your speed and efficiency in a host of different tasks.","chatgpt, conversational, text, learning, summarization, openai, prompts, ai, writing, language"
1014,Introduction to Data Literacy,https://www.datacamp.com/courses/introduction-to-data-literacy,"explore the basics of data literacy | data is all around us, which makes data literacy an essential life skill. it is a skill that empowers you to ask the right questions about data and choose the right tools to read, interpret and communicate data. this non-technical course will equip you with the necessary knowledge and skill to feel confident around data and understand how data can be used to gain actionable insights and drive change. | through hands-on exercises, you’ll learn how to get from data to insights, how data drives decision-making, how to collect and manage data, the four types of analytics and how to use storytelling and visualization to improve your data communication, and more. | you’ll start with the basics, understanding why data literacy is important and why you should take steps to become data literate. you’ll also learn how to use data to your advantage, from gaining insights to making decisions. | get a deeper understanding of data | next, you’ll discover how to identify data sources, looking at some of the most common types, how to manage them, and what to do when you run into problems with your data. | in the second half of this data literacy course, you’ll focus on how you can gain insights by using data analytics. as well as exploring the different types of analysis and when to perform them, you’ll also learn about presenting your findings with impact using data visualizations and storytelling. | by the time you’re finished, you’ll have a strong understanding of why data literacy is so essential in the modern world, as well as some of the fundamentals of identifying the right types of data for you to use.","data, analytics, literacy, literate, basics, learn, insights, visualizations, read, knowledge"
1015,Introduction to ChatGPT,https://www.datacamp.com/courses/introduction-to-chatgpt,"chatgpt is an incredibly powerful tool - but only if you know how to use it effectively. this course features an ai assistant that provides real-time support, feedback, and scoring to help refine your prompting skills and improve your use of chatgpt. you’ll learn how to craft precise prompts, refine ai-generated responses, and avoid common mistakes that lead to vague or misleading answers. | master the art of prompting | great ai responses start with great prompts! in this course, you'll explore how chatgpt processes language and predicts responses. you’ll practice crafting clear, concise prompts and learn how small tweaks can make a big difference in ai output. through hands-on exercises, you’ll see how different prompts affect response quality and better understand how chatgpt interprets your words. | precision and pitfalls | chatgpt may sound confident, but it’s not always right! you’ll discover the limitations of ai, including privacy risks, misinformation, and hallucinated facts. you’ll learn to fact-check ai-generated content and use chatgpt responsibly - especially when dealing with sensitive or high-stakes topics. with these skills, you can make ai work for you while knowing its strengths and weaknesses. by the end of this course, you’ll think like an ai pro, prompt smarter, and get better, more reliable results.","chatgpt, ai, prompts, prompting, prompt, assistant, feedback, skills, responses, improve"
1016,Introduction to Python for Developers,https://www.datacamp.com/courses/introduction-to-python-for-developers,"what is python and why use it? | learn all about python a versatile and powerful language, perfect for software development. no prior experience required! | learn the fundamentals | perform calculations, store and manipulate information in variables using various data structures, and write descriptive comments describing your code to others. | build your workflow | use comparison operators in combination with for and while loops to execute code based on conditions being met, enabling a fully customizable workflow.","python, workflow, software, code, development, variables, loops, fundamentals, language, using"
1017,Understanding Data Engineering,https://www.datacamp.com/courses/understanding-data-engineering,"understand the basics of data engineering | in this course, you’ll learn about a data engineer’s core responsibilities, how they differ from data scientists, and facilitate the flow of data through an organization. through hands-on exercises you’ll follow spotflix, a fictional music streaming company, to understand how their data engineers collect, clean, and catalog their data. | apply in personal cases | by the end of the course, you’ll understand what your company's data engineers do, be ready to have a conversation with a data engineer, and have a solid foundation to start your own data engineer journey.","data, engineers, engineering, engineer, basics, spotflix, streaming, learn, catalog, music"
1018,Understanding Prompt Engineering,https://www.datacamp.com/courses/understanding-prompt-engineering,"master chatgpt: revolutionize your workflow | learn how chatgpt, the world’s groundbreaking language model, can transform your workflow. designed for beginners, you’ll gain essential prompt engineering skills that you can immediately apply to your creative or business processes. you’ll also learn how to expand chatgpt’s capabilities with techniques like zero-shot, one-shot, and few-shot learning. | evaluate and ensure quality | develop critical evaluation skills to ensure the accuracy and relevance of chatgpt’s responses. learn best practices for monitoring and refining the model's performance, and maintaining high standards in your projects. | tap into the full potential of chatgpt | integrate chatgpt into your daily processes to save time and boost productivity. | by mastering these skills, you’ll streamline your workflow and benefit from the rapidly evolving pace of generative ai. upon completing this course, you'll gain a deeper understanding of prompt engineering—increasing your efficiency and output when using generative ai.","chatgpt, workflow, generative, prompt, develop, mastering, skills, ai, engineering, learning"
1019,Introduction to Data,https://www.datacamp.com/courses/introduction-to-data,"gain an introduction to data | in this course, you'll dive into the exciting and growing world of data and learn how to use it to make smart decisions as it becomes increasingly important to know at least the basics. | you'll start by exploring the basics of data, including data types and data structures and how valuable data can be in decision-making. you'll also learn about the growing data bubble and how it's changing the world. | you'll learn about the dikw framework, which is a framework that describes the relationship between data, information, knowledge, and wisdom. | go beyond the data basics | the last part of this course will cover some more advanced topics in data. you'll begin with a discussion of data ethics, including data privacy. next, you'll learn about the data life cycle framework, which describes the steps involved in working with data. finally, you'll learn about common data mistakes and how to avoid them. | by the end of this course, you'll have a solid understanding of the concepts and principles of data and how it is used to make smart decisions, as well as some best practices in data handling. the course will be hands-on, with a mix of videos and interactive exercises to help you build practical skills you can apply in your field. | introduction to data is the ideal course for everyone looking to gain a broad understanding of data.","data, information, basics, privacy, knowledge, framework, learn, concepts, ethics, introduction"
1020,Data Manipulation in SQL,https://www.datacamp.com/courses/data-manipulation-in-sql,"so you've learned how to aggregate and join data from tables in your database—now what? how do you manipulate, transform, and make the most sense of your data? this intermediate-level course will teach you several key functions necessary to wrangle, filter, and categorize information in a relational database, expand your sql toolkit, and answer complex questions. you will learn the robust use of case statements, subqueries, and window functions—all while discovering some interesting facts about soccer using the european soccer database.","sql, database, tables, relational, aggregate, subqueries, data, join, soccer, categorize"
1021,Introduction to DAX in Power BI,https://www.datacamp.com/courses/introduction-to-dax-in-power-bi,"learn the dax fundamentals | start your journey to becoming a dax master with this introductory course on dax. you’ll learn fundamental concepts and best practices for implementing dax in your reports. | create calcualted columns, measures and tables | you’ll learn to write dax code to generate calculated columns, measures, and tables while learning supporting knowledge around ‘context’ in power bi. finally, we’ll round off the course by introducing time-intelligence functions and show you how to use quick measures to create complex dax code. | let’s take the first step in your dax mastery journey!","dax, measures, calculated, columns, tables, intelligence, complex, reports, introductory, implementing"
1022,Introduction to Tableau,https://www.datacamp.com/courses/introduction-to-tableau,"gain a comprehensive introduction to tableau | tableau is a widely used bi and analytics software trusted by companies like amazon and unilever to explore, create, and securely share contextualized data. in this course, you will learn how to build data visualizations, conduct data analyses and adopt best practices of data formatting with tableau. | discover what tableau is used for and how to visualize data | with its user-friendly drag-and-drop functionality, tableau can be used by everyone to quickly clean, analyze, and visualize your team’s data. this course can show you how. you’ll begin the course by understanding tableau’s fundamental concepts and features, such as how to load data and workbooks and understanding the interface. you will then create your first visualization with tableau using an airbnb dataset. | build your own tableau dashboard | the final chapters explore best practices for formatting and presenting your data with tableau, including creating a dual-axis graph, understanding the differences between a worksheet, dashboard, and story, and finally, creating your very first tableau dashboard. by the end of this course, you’ll have the skills you need to confidently explore tableau and build impactful data dashboards. check out our tableau fundamentals track to further develop your tableau skills.","tableau, dashboards, dashboard, analytics, visualizations, airbnb, workbooks, data, visualization, dataset"
1023,Data Analysis in Excel,https://www.datacamp.com/courses/data-analysis-in-excel,"exploring pivottables | you will learn how to extract valuable insights and uncover secrets hidden within your data using the power of pivottables. additionally, you’ll learn how to use keyboard shortcuts to speed up your workflow. | intermediate logical functions | you’ll identify your ideal customer profile using logical functions and create targeted marketing strategies. you’ll explore the concept of customer segmentation and gain the skills to maximize customer success, increase revenue and boost business growth. | what-if analysis | you’ll master the art of scenario analysis using excel’s built-in what-if analysis tool. you’ll understand how different variables can impact your sales, perform sensitivity analysis and use it to make informed predictions to stay ahead in dynamic business environments. | forecasting | you will unlock the power of forecasting to anticipate future trends and visualize this data for your stakeholders. you’ll leverage moving averages and trendlines to communicate your findings.","pivottables, excel, forecasting, strategies, analysis, data, sales, marketing, workflow, business"
1024,Understanding Data Visualization,https://www.datacamp.com/courses/understanding-data-visualization,"visualizing data using charts, graphs, and maps is one of the most impactful ways to communicate complex data. in this course, you’ll learn how to choose the best visualization for your dataset, and how to interpret common plot types like histograms, scatter plots, line plots and bar plots. you'll also learn about best practices for using colors and shapes in your plots, and how to avoid common pitfalls. through hands-on exercises, you'll visually explore over 20 datasets including global life expectancies, los angeles home prices, espn's 100 most famous athletes, and the greatest hip-hop songs of all time.","charts, visualization, visualizing, plots, datasets, data, graphs, histograms, dataset, visually"
1025,Data Visualization in Power BI,https://www.datacamp.com/courses/data-visualization-in-power-bi,"create insightful visualizations | power bi has extraordinary visuals that can be used in reports and dashboards. in this power bi course, you’ll learn to create insightful visualizations through built-in and customized charts and conditional formatting. | discover new chart options | you’ll discover how to create a plethora of visualizations such as scatter plots, tornado charts, gauges, and how to visualize everything without overwhelming your audience.","visualizations, charts, visualize, chart, dashboards, plots, visuals, power, reports, bi"
1026,Introduction to Statistics in Python,https://www.datacamp.com/courses/introduction-to-statistics-in-python,"statistics is the study of how to collect, analyze, and draw conclusions from data. it’s a hugely valuable tool that you can use to bring the future into focus and infer the answer to tons of questions. for example, what is the likelihood of someone purchasing your product, how many calls will your support team receive, and how many jeans sizes should you manufacture to fit 95% of the population? in this course, you'll discover how to answer questions like these as you grow your statistical skills and learn how to calculate averages, use scatterplots to show the relationship between numeric values, and calculate correlation. you'll also tackle probability, the backbone of statistical reasoning, and learn how to use python to conduct a well-designed study to draw your own conclusions from data.","statistics, statistical, python, data, study, questions, averages, skills, correlation, numeric"
1027,Introduction to Git,https://www.datacamp.com/courses/introduction-to-git,"discover the fundamentals of version control with git | this course introduces the concept of version control and highlights its benefits for software and data projects. you'll learn about git, the popular software for implementing version control in projects, and use it to create repositories and track files. | dive into git's storage functionality | discover how git stores data through blobs, trees, and commits. use this information to compare the state of your project at different points in time, understanding what changes have been made, by who, and when. learn valuable tips and tricks to customize your view of a repository's history and how to undo changes to revert files! | get control of your project's history | mistakes happen, but with git, you don't need to worry. you'll learn how to easily undo changes and revert files to previous states, allowing you to avoid bugs and keep driving your projects forward!","git, commits, repositories, files, repository, software, undo, storage, revert, projects"
1028,Working with the OpenAI API,https://www.datacamp.com/courses/working-with-the-openai-api,"discover how to access ai models from the openai api | over recent years, openai has emerged as a market leader in creating ai models, such as gpt-4o, and releasing them to the wider community through applications like chatgpt. these models can transform not only the way you work but also the products and services that businesses provide to customers. | to begin extracting business value from openai's models, you'll need to learn to work with their application programming interface, or api. throughout the course, you'll learn to use python code to send requests to use openai's models. | solve real-world problems using ai models | the ai models accessible through the openai api have a wide range of potential applications. in this course, you'll use ai to generate and transform text content, perform sentiment analysis, and categorization. | begin developing ai applications | as ai becomes more accessible to individuals and organizations, the bar for developing ai-driven product features and automations continues to fall. right now, every organization has the capability to begin using ai to streamline business processes and develop more personalized customer experiences. the openai api provides easy access for software engineers and developers to start integrating ai into new applications and systems.","openai, api, ai, software, automations, applications, python, models, application, programming"
1029,Understanding Machine Learning,https://www.datacamp.com/courses/understanding-machine-learning,"gain an introduction to machine learning concepts | what's behind the machine learning hype? in this non-technical course, you’ll learn everything you’ve been too afraid to ask about machine learning. there’s no coding required. | you will explore basic yet essential concepts to start your machine learning journey, using hands-on exercises to cement your knowledge. this includes developing an understanding beyond the jargon and learning how this exciting technology powers everything from self-driving cars to your personal amazon shopping suggestions. | explore the machine learning basics | how does machine learning work, when can you use it, and what is the difference between ai and machine learning? this course covers all of these topics. | you’ll start by unpacking what machine learning is, exploring its basic definition and its relation to data science and artificial intelligence. then, you will familiarize yourself with its vocabulary and end with the machine learning workflow for building models. | we wrap up the course by digging deeper into deep learning. you will explore two common use cases for deep learning: computer vision and natural language processing (nlp), and acknowledge the limits and dangers of machine learning.","ai, learning, basics, learn, coding, basic, machine, data, concepts, processing"
1030,Introduction to Statistics,https://www.datacamp.com/courses/introduction-to-statistics,"statistics are all around us, from marketing to sales to healthcare. the ability to collect, analyze, and draw conclusions from data is not only extremely valuable, but it is also becoming commonplace to expect roles that are not traditionally analytical to understand the fundamental concepts of statistics. this course will equip you with the necessary skills to feel confident in working with analyzing data to draw insights. you'll be introduced to common methods used for summarizing and describing data, learn how probability can be applied to commercial scenarios, and discover how experiments are conducted to understand relationships and patterns. you'll work with real-world datasets including crime data in london, england, and sales data from an online retail company!","statistics, data, datasets, crime, analyzing, analyze, concepts, sales, scenarios, retail"
1031,Joining Data with pandas,https://www.datacamp.com/courses/joining-data-with-pandas,"being able to combine and work with multiple datasets is an essential skill for any aspiring data scientist. pandas is a crucial cornerstone of the python data science ecosystem, with stack overflow recording 5 million views for pandas questions. learn to handle multiple dataframes by combining, organizing, joining, and reshaping them using pandas. you'll work with datasets from the world bank and the city of chicago. you will finish the course with a solid skillset for data-joining in pandas.","dataframes, pandas, datasets, python, combining, data, combine, skillset, multiple, joining"
1032,Communicating Data Insights,https://www.datacamp.com/courses/communicating-data-insights,"understand the importance of data-driven insights | data-driven organizations consistently rely on insights to inspire action and drive change. communicating these insights clearly and effectively is becoming increasingly important to stand out in our data-rich environment. this non-technical course will give you the skills to feel confident in understanding and communicating data insights. | you’ll start by learning why insights from data are valuable to organizations and how to select the proper method for sharing your knowledge with others. you’ll learn to distinguish between the four types of communication and understand the strengths and weaknesses of each. | explore the power of visualizations | you will uncover why visualizations are one of the most powerful tools for communicating data insights. you’ll also explore how to apply best practices and internalize the core concepts behind compelling visualizations. | you’ll finish by diving into data storytelling to bring all your new skills to life in one neat package. by the end of the course, you’ll have leveled up your communication skills through the power of narrative, visualizations, and context to become an expert communicator with data.","insights, visualizations, data, communicating, storytelling, communication, learn, knowledge, understanding, learning"
1033,Exploratory Data Analysis in SQL,https://www.datacamp.com/courses/exploratory-data-analysis-in-sql,"you have access to a database. now what do you do? building on your existing skills joining tables, using basic functions, grouping data, and using subqueries, the next step in your sql journey is learning how to explore a database and the data in it. using data from stack overflow, fortune 500 companies, and 311 help requests from evanston, il, you'll get familiar with numeric, character, and date/time data types. you'll use functions to aggregate, summarize, and analyze data without leaving the database. errors and inconsistencies in the data won't stop you! you'll learn common problems to look for and strategies to clean up messy data. by the end of this course, you'll be ready to start exploring your own postgresql databases and analyzing the data in them.","postgresql, database, databases, sql, tables, data, subqueries, aggregate, joining, grouping"
1034,Exploratory Data Analysis in Python,https://www.datacamp.com/courses/exploratory-data-analysis-in-python,"so you’ve got some interesting data - where do you begin your analysis? this course will cover the process of exploring and analyzing data, from understanding what’s included in a dataset to incorporating exploration findings into a data science workflow. | using data on unemployment figures and plane ticket prices, you’ll leverage python to summarize and validate data, calculate, identify and replace missing values, and clean both numerical and categorical values. throughout the course, you’ll create beautiful seaborn visualizations to understand variables and their relationships. | for example, you’ll examine how alcohol use and student performance are related. finally, the course will show how exploratory findings feed into data science workflows by creating new features, balancing categorical features, and generating hypotheses from findings. | by the end of this course, you’ll have the confidence to perform your own exploratory data analysis (eda) in python.you’ll be able to explain your findings visually to others and suggest the next steps for gathering insights from your data!","dataset, data, exploratory, visualizations, python, categorical, analyzing, workflows, eda, analysis"
1035,AI Ethics,https://www.datacamp.com/courses/ai-ethics,"get an overview of ai ethics | this introductory course on ai ethics provides a comprehensive overview of ethical considerations in the fast-paced domain of artificial intelligence. the course spans industry, policy-making, academia, and society at large, covering principles of ai ethics, strategies to foster fair and equitable ai systems, approaches to minimize biases, and methods to address key issues and establish user trust. | ethical principles and challenges | throughout the course, you will learn about the core principles of ethical ai and expand your understanding of common challenges and opportunities in the field of ai ethics. through hands-on exercises, you will build your skills to craft ethical ai by design. begin learning today!","ethical, ethics, ai, intelligence, artificial, learn, learning, skills, challenges, principles"
1036,Introduction to Deep Learning with PyTorch,https://www.datacamp.com/courses/introduction-to-deep-learning-with-pytorch,"understanding the power of deep learning | deep learning is everywhere: in smartphone cameras, voice assistants, and self-driving cars. it has even helped discover protein structures and beat humans at the game of go. discover this powerful technology and learn how to leverage it using pytorch, one of the most popular deep learning libraries. | train your first neural network | first, tackle the difference between deep learning and ""classic"" machine learning. you will learn about the training process of a neural network and how to write a training loop. to do so, you will create loss functions for regression and classification problems and leverage pytorch to calculate their derivatives. | evaluate and improve your model | in the second half, learn the different hyperparameters you can adjust to improve your model. after learning about the different components of a neural network, you will be able to create larger and more complex architectures. to measure your model performances, you will leverage torchmetrics, a pytorch library for model evaluation. | upon completion, you will be able to leverage pytorch to solve classification and regression problems on both tabular and image data using deep learning. a vital capability for experienced data professionals looking to advance their careers.","learning, neural, pytorch, training, model, deep, learn, hyperparameters, torchmetrics, architectures"
1037,Database Design,https://www.datacamp.com/courses/database-design,"a good database design is crucial for a high-performance application. just like you wouldn't start building a house without the benefit of a blueprint, you need to think about how your data will be stored beforehand. taking the time to design a database saves time and frustration later on, and a well-designed database ensures ease of access and retrieval of information. while choosing a design, a lot of considerations have to be accounted for. in this course, you'll learn how to process, store, and organize data in an efficient way. you'll see how to structure data through normalization and present your data with views. finally, you'll learn how to manage your database and all of this will be done on a variety of datasets from book sales, car rentals, to music reviews.","database, data, datasets, design, organize, considerations, blueprint, store, information, book"
1038,Case Study: Analyzing Customer Churn in Power BI,https://www.datacamp.com/courses/case-study-analyzing-customer-churn-in-power-bi,"are you ready to apply your power bi skills to a real-world dataset? | apply your power bi skills with a case study | for subscription-based businesses, reducing customer churn is a top priority. in this power bi case study, you'll investigate a dataset from an example telecom company called databel and analyze their churn rates. | understand why customers churn | analyzing churn doesn’t just mean knowing what the churn rate is: it’s also about figuring out why customers are churning at the rate they are, and how to reduce churn. you'll answer these questions by creating measures and calculated columns while simultaneously creating eye-catching report pages.","churn, dataset, churning, customers, databel, analyzing, bi, analyze, power, customer"
1039,Generative AI Concepts,https://www.datacamp.com/courses/generative-ai-concepts,"get acquainted with generative ai | artificial intelligence is reshaping our world like never before. generative ai is a type of ai model that can create new content, from text to images and more. in this non-technical course, you will learn this emerging field's key concepts and how to prepare for a future where such ais are pervasive. | understand how generative ai works | you'll start by comprehending how these models create content, where they fit into the machine learning landscape, and how they are developed. from gathering training data to evaluating and improving models, you'll learn what ai companies must consider and do to bring generative ai tools into the world. | explore key legal and ethical considerations | given the power of generative ai, we will also consider how laws and ethics play into building and using these models. you'll learn how to avoid bias and apply generative ai in a responsible way. | get the right mindset for utilizing these tools | finally, you’ll look at the future of generative ai and how we can leverage and collaborate effectively with these tools. after this course, you, too, will be able to unlock the creative capabilities of generative ai. let's go!","ai, generative, learning, ais, create, artificial, learn, models, intelligence, ethical"
1040,Large Language Models (LLMs) Concepts,https://www.datacamp.com/courses/large-language-models-llms-concepts,"discover large language models | in this course, you’ll journey through the world of large language models (llms) and discover how they are reshaping the ai landscape. you’ll explore the factors fueling the llm boom, such as the deep learning revolution, data availability, and computing power. | this conceptual course will dig into llms and how they revolutionize businesses and everyday life with real-world examples, from finance to content creation. | unlock the secrets of llms and training methodologies | you’ll learn about the building blocks of llms, including natural language processing techniques, fine-tuning strategies, and learning techniques like zero-shot, few-shot, and multi-shot learning. as you progress, you’ll gain insights into the state-of-the-art training methodologies that drive llms, including next-word prediction, masked language modeling, and attention mechanisms. | explore llms concerns and considerations | you’ll also tackle the critical ethical and environmental considerations in building and training llms, such as training data and privacy concerns. | as you wrap up the course, you’ll discover how to stay ahead of the curve as you delve into the latest research in the llm field. you’ll explore future developments focusing on model explainability, unsupervised bias handling, computational efficiency, and enhanced creativity. | by the end of this course, you'll have a comprehensive understanding of llms, their capabilities, applications, and intriguing challenges.","learning, learn, attention, ai, llm, models, training, llms, deep, language"
1041,Data Preparation in Excel,https://www.datacamp.com/courses/data-preparation-in-excel,"starting data preparation in excel | in this course, you’ll learn how to prepare and clean raw data in excel worksheets. this course focuses on helping you utilize the numerous features in excel that allow you to bring in data from different sources and prepare the data by filtering, deduping, and organizing your columns and rows to ensure subsequent analysis tasks are done as efficiently as possible. | useful functions to prepare data | as well as the built-in features excel offers, you will learn to use different functions to handle and manipulate dates and text strings. | nesting logical functions | you will be introduced to logical functions that will allow you to create new flags and categories within your raw data while understanding how different logical functions can be combined in nested formulas. | lookups and new table types | you will also understand how to use lookup functions in excel to bring in data from different sheets and identify specific results within large datasets. finally, you will get your first glimpse of pivottables - a powerful excel feature that allows you to summarize and analyze large volumes of data using dynamic tables.","excel, worksheets, pivottables, tables, columns, rows, data, formulas, datasets, table"
1042,Data Preparation in Power BI,https://www.datacamp.com/courses/data-preparation-in-power-bi,"learn how to use power query editor | transform and shape your data in power bi. in just 3 hours, you’ll cover essential data preparation steps, previewing data in power query, and transformations. | by the end of this course, you’ll feel confident using a range of power query editor tools and techniques and know how to clean and prepare your data for the next stage in the data analysis workflow. | manipulate data in power bi | power query is a powerful data manipulation framework available throughout a number of microsoft tools, which allows you to clean different data types ready for analysis. you’ll learn how to deal with duplicates, missing values, and profiling to find anomalies. after each new topic is introduced, you'll have the opportunity to put your new knowledge into practice with hands-on exercises, such as splitting and merging text columns. | master data transformation in power query | the last two chapters of this course are focused on helping you with transformations in power bi, allowing you to transform text, apply logarithmic and square root transformations, and date transformations. | this course is part of the data analyst and power bi tracks, offering you plenty of ways to improve your power bi skills or even build towards a career in data analysis.","power, transform, data, merging, workflow, query, transformation, transformations, tools, columns"
1043,Introduction to the Tidyverse,https://www.datacamp.com/courses/introduction-to-the-tidyverse,"this is an introduction to the programming language r, focused on a powerful set of tools known as the tidyverse. you'll learn the intertwined processes of data manipulation and visualization using the tools dplyr and ggplot2. you'll learn to manipulate data by filtering, sorting, and summarizing a real dataset of historical country data in order to answer exploratory questions. you'll then learn to turn this processed data into informative line plots, bar plots, histograms, and more with the ggplot2 package. you’ll get a taste of the value of exploratory data analysis and the power of tidyverse tools. this is a suitable introduction for those who have no previous experience in r and are interested in performing data analysis.","ggplot2, visualization, plots, tidyverse, data, exploratory, dataset, histograms, dplyr, analysis"
1044,Intermediate R,https://www.datacamp.com/courses/intermediate-r,"intermediate r is the next stop on your journey in mastering the r programming language. in this r training, you will learn about conditional statements, loops, and functions to power your own r scripts. next, make your r code more efficient and readable using the apply functions. finally, the utilities chapter gets you up to speed with regular expressions in r, data structure manipulations, and times and dates. this course will allow you to take the next step in advancing your overall knowledge and capabilities while programming in r.","intermediate, programming, functions, advancing, scripts, code, training, expressions, step, loops"
1045,Introduction to Data Visualization with Matplotlib,https://www.datacamp.com/courses/introduction-to-data-visualization-with-matplotlib,"visualizing data in plots and figures exposes the underlying patterns in the data and provides insights. good visualizations also help you communicate your data to others, and are useful to data analysts and other consumers of the data. in this course, you will learn how to use matplotlib, a powerful python data visualization library. matplotlib provides the building blocks to create rich visualizations of many different kinds of datasets. you will learn how to create visualizations for different kinds of data and how to customize, automate, and share these visualizations.","matplotlib, visualizations, visualization, visualizing, plots, python, data, datasets, figures, useful"
1046,Data Modeling in Power BI,https://www.datacamp.com/courses/data-modeling-in-power-bi,"foundations of data modelling | proper data modeling is the foundation of data analysis and creating reports in power bi. this course lets you explore a toolbox of data cleaning, shaping, and loading techniques, which you can apply to your data. | diving into power query | you'll get to know how to choose between power query and power bi, and discover the foundations of data modeling by going into star and snowflake schemas. you'll apply all of this to real-world datasets issued by the united states census bureau.","data, datasets, modelling, schemas, modeling, reports, power, analysis, query, bi"
1047,Introduction to Data Visualization with Seaborn,https://www.datacamp.com/courses/introduction-to-data-visualization-with-seaborn,"create your own seaborn plots | seaborn is a powerful python library that makes it easy to create informative and attractive data visualizations. this 4-hour course provides an introduction to how you can use seaborn to create a variety of plots, including scatter plots, count plots, bar plots, and box plots, and how you can customize your visualizations. | turn real datasets into custom seaborn visualizations | you’ll explore this library and create your seaborn plots based on a variety of real-world data sets, including exploring how air pollution in a city changes through the day and looking at what young people like to do in their free time. this data will give you the opportunity to find out about seaborn’s advantages first hand, including how you can easily create subplots in a single figure and how to automatically calculate confidence intervals. | improve your data communication skills | by the end of this course, you’ll be able to use seaborn in various situations to explore your data and effectively communicate the results of your data analysis to others. these skills are highly sought-after for data analysts, data scientists, and any other job that may involve creating data visualizations. if you’d like to continue your learning, this course is part of several tracks, including the data visualization track, where you can add more libraries and techniques to your skillset.","plots, visualizations, seaborn, visualization, subplots, datasets, scatter, data, python, skillset"
1048,Introduction to Relational Databases in SQL,https://www.datacamp.com/courses/introduction-to-relational-databases-in-sql,"explore the role of sql in relational database management | there are a lot of reasons why sql is the go-to query language for relational database management. the main one is that sql is a powerful language that can handle large amounts of data in complex ways and solve tricky analytical questions. in this course, you will gain an introduction to relational databases in sql. | learn how to create tables and specify their relationships, as well as how to enforce data integrity. additionally, discover other unique features of database systems, such as constraints. | create your first database | you begin the course by creating your first database with simple sql commands. next, you’ll learn how to update your database as the structure changes by migrating data and deleting tables. | in the final chapter, you will glue tables in foreign keys together and establish relationships that greatly benefit your data quality. finally, you will run ad hoc analyses on your new database. | understand the basics of relational databases | by the end of the course, you will gain a basic yet essential understanding of sql relational databases. they are widely used in various data science fields (from healthcare to finance) and have consequently become one of the crucial languages for data scientists. if you're interested in deepening your knowledge further, you may be interested in our sql for database administrators, sql server developer, and sql server for database administrators tracks.","database, databases, sql, relational, tables, basics, data, relationships, knowledge, finance"
1049,PostgreSQL Summary Stats and Window Functions,https://www.datacamp.com/courses/postgresql-summary-stats-and-window-functions,"have you ever wondered how data professionals use sql to solve real-world business problems, like generating rankings, calculating moving averages and running totals, deduplicating data, or performing time intelligence? if you already know how to select, filter, order, join and group data with sql, this course is your next step. by the end, you will be writing queries like a pro! you will learn how to create queries for analytics and data engineering with window functions, the sql secret weapon! using flights data, you will discover how simple it is to use window functions, and how flexible and efficient they are.","sql, queries, analytics, data, flights, select, functions, join, engineering, business"
1050,Introduction to Data Visualization with ggplot2,https://www.datacamp.com/courses/introduction-to-data-visualization-with-ggplot2,"the ability to produce meaningful and beautiful data visualizations is an essential part of your skill set as a data scientist. this course, the first r data visualization tutorial in the series, introduces you to the principles of good visualizations and the grammar of graphics plotting concepts implemented in the ggplot2 package. ggplot2 has become the go-to tool for flexible and professional plots in r. here, we’ll examine the first three essential layers for making a plot - data, aesthetics and geometries. by the end of the course you will be able to make complex exploratory plots.","visualizations, ggplot2, plots, visualization, plotting, plot, exploratory, graphics, data, geometries"
1051,Introduction to Functions in Python,https://www.datacamp.com/courses/introduction-to-functions-in-python,"it's time to push forward and develop your python chops even further. python has tons of fantastic functions and a module ecosystem. however, as a data professional or developer, you'll constantly need to write your own functions to solve problems that are dictated by your data. you will learn the art of function writing in this first course. you'll come out of this course being able to write your very own custom functions, complete with multiple parameters and multiple return values, along with default arguments and variable-length arguments. you'll gain insight into scoping in python, be able to write lambda functions and handle errors in your function writing practice. you'll wrap up each chapter by using your new skills to write functions that analyze twitter data.","python, twitter, lambda, writing, data, module, developer, develop, write, functions"
1052,Introduction to Importing Data in Python,https://www.datacamp.com/courses/introduction-to-importing-data-in-python,"as a data scientist, you will need to clean data, wrangle and munge it, visualize it, build predictive models, and interpret these models. before you can do so, however, you will need to know how to get data into python. in this course, you'll learn the many ways to import data into python: from flat files such as .txt and .csv; from files native to other software such as excel spreadsheets, stata, sas, and matlab files; and from relational databases such as sqlite and postgresql.","python, import, csv, data, databases, spreadsheets, excel, software, postgresql, files"
